time_points,initial_state,qfi_values,m_0_values,m_1_values,N,h,J,tau
543250,CAT_SUM,0.15771422335621105,0.45568090999910427,0.00016308511706967233,40,0.4,1.0,1.0
549540,CAT_SUM,0.15720621284862538,0.4556809099084635,0.00016308512685448694,40,0.4,1.0,1.0
555904,CAT_SUM,0.15669375901678168,0.45568090981672427,0.00016308513675131127,40,0.4,1.0,1.0
562341,CAT_SUM,0.15618011580790478,0.4556809097238996,0.00016308514676792728,40,0.4,1.0,1.0
568852,CAT_SUM,0.15566516842452444,0.4556809096299695,0.00016308515689974142,40,0.4,1.0,1.0
575439,CAT_SUM,0.15514823636412228,0.4556809095349118,0.0001630851671427416,40,0.4,1.0,1.0
582103,CAT_SUM,0.15462999102172814,0.45568090943870676,0.00016308517751316697,40,0.4,1.0,1.0
588843,CAT_SUM,0.15411280570179778,0.4556809093413654,0.00016308518799222106,40,0.4,1.0,1.0
595662,CAT_SUM,0.15359273215775623,0.45568090924284566,0.00016308519860591398,40,0.4,1.0,1.0
602559,CAT_SUM,0.1530738585448166,0.4556809091431647,0.00016308520933522555,40,0.4,1.0,1.0
609536,CAT_SUM,0.15255535045453678,0.4556809090422817,0.0001630852201892394,40,0.4,1.0,1.0
616595,CAT_SUM,0.15203643104262005,0.4556809089401746,0.00016308523116825664,40,0.4,1.0,1.0
623734,CAT_SUM,0.15151868078201422,0.45568090883687146,0.0001630852422784962,40,0.4,1.0,1.0
630957,CAT_SUM,0.15100348989201606,0.45568090873231054,0.00016308525351211022,40,0.4,1.0,1.0
638263,CAT_SUM,0.15048873923530792,0.455680908626506,0.00016308526487837093,40,0.4,1.0,1.0
645654,CAT_SUM,0.1499754109536163,0.4556809085194221,0.00016308527637559078,40,0.4,1.0,1.0
653130,CAT_SUM,0.14946596690448002,0.4556809084110629,0.00016308528800678957,40,0.4,1.0,1.0
660693,CAT_SUM,0.14895960103407513,0.45568090830139935,0.0001630852997728305,40,0.4,1.0,1.0
668343,CAT_SUM,0.14845568602151796,0.45568090819042195,0.00016308531167695263,40,0.4,1.0,1.0
676082,CAT_SUM,0.14795560789681625,0.45568090807810613,0.00016308532371511753,40,0.4,1.0,1.0
683911,CAT_SUM,0.14745989872438042,0.4556809079644375,0.0001630853358915607,40,0.4,1.0,1.0
691830,CAT_SUM,0.1469700348393191,0.45568090784940896,0.00016308534821109292,40,0.4,1.0,1.0
699841,CAT_SUM,0.14648396399178693,0.4556809077329925,0.00016308536067281484,40,0.4,1.0,1.0
707945,CAT_SUM,0.14600409114420765,0.45568090761517405,0.00016308537328280637,40,0.4,1.0,1.0
716143,CAT_SUM,0.1455304919743721,0.45568090749593226,0.00016308538603686598,40,0.4,1.0,1.0
724435,CAT_SUM,0.14506408424477052,0.455680907375266,0.00016308539893562234,40,0.4,1.0,1.0
732824,CAT_SUM,0.14460445086322612,0.4556809072531321,0.0001630854119835639,40,0.4,1.0,1.0
741310,CAT_SUM,0.14415225091899952,0.455680907129528,0.00016308542518709,40,0.4,1.0,1.0
749894,CAT_SUM,0.14370795152203075,0.455680907004437,0.00016308543854027524,40,0.4,1.0,1.0
758577,CAT_SUM,0.1432726951821007,0.4556809068778421,0.0001630854520469238,40,0.4,1.0,1.0
767361,CAT_SUM,0.14284671018759815,0.4556809067497142,0.00016308546571621452,40,0.4,1.0,1.0
776247,CAT_SUM,0.14243084468680114,0.45568090662003247,0.00016308547953354855,40,0.4,1.0,1.0
785235,CAT_SUM,0.14202512067374495,0.45568090648879805,0.00016308549351725654,40,0.4,1.0,1.0
794328,CAT_SUM,0.14162942274079682,0.4556809063559616,0.00016308550766252762,40,0.4,1.0,1.0
803526,CAT_SUM,0.14124544735112177,0.4556809062215236,0.00016308552197084395,40,0.4,1.0,1.0
812830,CAT_SUM,0.14087282066698645,0.45568090608546596,0.00016308553644656638,40,0.4,1.0,1.0
822242,CAT_SUM,0.14051241855554542,0.45568090594775706,0.00016308555108894416,40,0.4,1.0,1.0
831763,CAT_SUM,0.14016432209826227,0.4556809058083844,0.00016308556589666594,40,0.4,1.0,1.0
841395,CAT_SUM,0.1398294823620932,0.4556809056673071,0.00016308558087952118,40,0.4,1.0,1.0
851138,CAT_SUM,0.13950835046339757,0.45568090552452645,0.00016308559603657284,40,0.4,1.0,1.0
860993,CAT_SUM,0.13920050812405851,0.45568090538002587,0.0001630856113741197,40,0.4,1.0,1.0
870963,CAT_SUM,0.13890737389107813,0.45568090523376376,0.00016308562687122609,40,0.4,1.0,1.0
881048,CAT_SUM,0.13862885094238486,0.4556809050857247,0.00016308564256857782,40,0.4,1.0,1.0
891250,CAT_SUM,0.13836508728589467,0.4556809049358888,0.00016308565843583533,40,0.4,1.0,1.0
901571,CAT_SUM,0.13811698364372205,0.4556809047842171,0.00016308567449136794,40,0.4,1.0,1.0
912010,CAT_SUM,0.13788375372623063,0.4556809046307218,0.00016308569073653079,40,0.4,1.0,1.0
922571,CAT_SUM,0.1376669497747894,0.4556809044753468,0.00016308570716126736,40,0.4,1.0,1.0
933254,CAT_SUM,0.13746626326222833,0.45568090431808506,0.00016308572377364826,40,0.4,1.0,1.0
944060,CAT_SUM,0.13728141265350163,0.4556809041589103,0.00016308574059221704,40,0.4,1.0,1.0
954992,CAT_SUM,0.13711273187576586,0.45568090399778755,0.00016308575759882982,40,0.4,1.0,1.0
966050,CAT_SUM,0.1369601896036399,0.4556809038347119,0.00016308577479428877,40,0.4,1.0,1.0
977237,CAT_SUM,0.13682456880980737,0.4556809036696263,0.00016308579220538876,40,0.4,1.0,1.0
988553,CAT_SUM,0.136704819145107,0.4556809035025382,0.0001630858098016691,40,0.4,1.0,1.0
1000000,CAT_SUM,0.13660206826747084,0.4556809033334104,0.00016308582760526588,40,0.4,1.0,1.0
1011579,CAT_SUM,0.1365151100116413,0.4556809031622189,0.00016308584562386985,40,0.4,1.0,1.0
1023292,CAT_SUM,0.13644421949441607,0.45568090298893543,0.0001630858638465238,40,0.4,1.0,1.0
1035142,CAT_SUM,0.13639014773350933,0.45568090281351636,0.00016308588227502,40,0.4,1.0,1.0
1047128,CAT_SUM,0.13635108507481566,0.4556809026359655,0.0001630859009179926,40,0.4,1.0,1.0
1059253,CAT_SUM,0.13632668046267818,0.45568090245623366,0.00016308591978394724,40,0.4,1.0,1.0
1071519,CAT_SUM,0.13631716030758304,0.45568090227429653,0.00016308593885460687,40,0.4,1.0,1.0
1083926,CAT_SUM,0.13632262765041817,0.4556809020901344,0.0001630859581662064,40,0.4,1.0,1.0
1096478,CAT_SUM,0.1363427460334503,0.4556809019037016,0.00016308597768312835,40,0.4,1.0,1.0
1109174,CAT_SUM,0.13637492571050805,0.4556809017149958,0.00016308599743063284,40,0.4,1.0,1.0
1122018,CAT_SUM,0.13642017682585417,0.455680901523951,0.00016308601741879536,40,0.4,1.0,1.0
1135010,CAT_SUM,0.13647722749191998,0.45568090133057826,0.00016308603762090618,40,0.4,1.0,1.0
1148153,CAT_SUM,0.1365452045598172,0.4556809011348104,0.0001630860580720289,40,0.4,1.0,1.0
1161448,CAT_SUM,0.13662420149413065,0.45568090093663577,0.0001630860787529359,40,0.4,1.0,1.0
1174897,CAT_SUM,0.13671234020230277,0.45568090073602346,0.00016308609966417253,40,0.4,1.0,1.0
1188502,CAT_SUM,0.1368090857940109,0.45568090053293575,0.00016308612082699265,40,0.4,1.0,1.0
1202264,CAT_SUM,0.13691328203080474,0.45568090032734665,0.00016308614223649597,40,0.4,1.0,1.0
1216186,CAT_SUM,0.1370242935829463,0.4556809001192093,0.00016308616389457963,40,0.4,1.0,1.0
1230268,CAT_SUM,0.13714061174092906,0.45568089990852007,0.0001630861858011005,40,0.4,1.0,1.0
1244514,CAT_SUM,0.1372613462042451,0.4556808996952177,0.00016308620795578953,40,0.4,1.0,1.0
1258925,CAT_SUM,0.13738528434645936,0.4556808994792709,0.00016308623037677717,40,0.4,1.0,1.0
1273503,CAT_SUM,0.1375111304029026,0.4556808992606496,0.00016308625305252786,40,0.4,1.0,1.0
1288249,CAT_SUM,0.13763822999878314,0.45568089903933895,0.00016308627598826293,40,0.4,1.0,1.0
1303166,CAT_SUM,0.1377638089881675,0.4556808988152786,0.00016308629918788815,40,0.4,1.0,1.0
1318256,CAT_SUM,0.1378890351917008,0.4556808985884272,0.00016308632267024345,40,0.4,1.0,1.0
1333521,CAT_SUM,0.13801067565030178,0.45568089835876735,0.0001630863464097479,40,0.4,1.0,1.0
1348962,CAT_SUM,0.13812877984972596,0.45568089812626605,0.0001630863704231267,40,0.4,1.0,1.0
1364583,CAT_SUM,0.13824221918745525,0.4556808978908543,0.0001630863947191143,40,0.4,1.0,1.0
1380384,CAT_SUM,0.13834895262947203,0.45568089765252073,0.00016308641930628878,40,0.4,1.0,1.0
1396368,CAT_SUM,0.1384482767907581,0.4556808974112273,0.0001630864441678287,40,0.4,1.0,1.0
1412537,CAT_SUM,0.13853914001426237,0.4556808971669293,0.00016308646930941688,40,0.4,1.0,1.0
1428893,CAT_SUM,0.13862033190424142,0.4556808969195899,0.00016308649475473835,40,0.4,1.0,1.0
1445439,CAT_SUM,0.1386916123399836,0.4556808966691553,0.00016308652049013827,40,0.4,1.0,1.0
1462177,CAT_SUM,0.13875189810125738,0.4556808964155861,0.0001630865465234249,40,0.4,1.0,1.0
1479108,CAT_SUM,0.1387996266155552,0.45568089615886276,0.00016308657285940277,40,0.4,1.0,1.0
1496235,CAT_SUM,0.13883513810833473,0.4556808958989276,0.00016308659950367566,40,0.4,1.0,1.0
1513561,CAT_SUM,0.13885818533762165,0.45568089563573605,0.0001630866264461378,40,0.4,1.0,1.0
1531087,CAT_SUM,0.1388675828412505,0.4556808953692446,0.0001630866537134762,40,0.4,1.0,1.0
1548816,CAT_SUM,0.1388631802734539,0.4556808950994188,0.00016308668128893407,40,0.4,1.0,1.0
1566751,CAT_SUM,0.138845278242726,0.45568089482620777,0.00016308670917573474,40,0.4,1.0,1.0
1584893,CAT_SUM,0.1388133379074172,0.45568089454956134,0.0001630867374029718,40,0.4,1.0,1.0
1603245,CAT_SUM,0.13876773921000318,0.45568089426944314,0.00016308676594435357,40,0.4,1.0,1.0
1621810,CAT_SUM,0.1387098643729901,0.4556808939858035,0.00016308679481455562,40,0.4,1.0,1.0
1640589,CAT_SUM,0.13863788272530894,0.4556808936985992,0.00016308682402618632,40,0.4,1.0,1.0
1659586,CAT_SUM,0.13855437939587611,0.4556808934077812,0.0001630868535637979,40,0.4,1.0,1.0
1678804,CAT_SUM,0.13846061120184275,0.45568089311326665,0.00016308688346118038,40,0.4,1.0,1.0
1698243,CAT_SUM,0.13835527686315602,0.45568089281506124,0.0001630869137044716,40,0.4,1.0,1.0
1717908,CAT_SUM,0.13824184313110352,0.4556808925130662,0.00016308694430021577,40,0.4,1.0,1.0
1737800,CAT_SUM,0.13811951830416597,0.45568089220729036,0.00016308697522459114,40,0.4,1.0,1.0
1757923,CAT_SUM,0.13799038329067392,0.45568089189762173,0.0001630870065281606,40,0.4,1.0,1.0
1778279,CAT_SUM,0.13785688189228115,0.45568089158403186,0.0001630870381903203,40,0.4,1.0,1.0
1798870,CAT_SUM,0.13771908472319933,0.45568089126648337,0.00016308707020845533,40,0.4,1.0,1.0
1819700,CAT_SUM,0.13757984213207974,0.45568089094489467,0.00016308710260583558,40,0.4,1.0,1.0
1840772,CAT_SUM,0.13743956114037273,0.4556808906192086,0.00016308713538063443,40,0.4,1.0,1.0
1862087,CAT_SUM,0.13730144374272304,0.45568089028940095,0.00016308716853296045,40,0.4,1.0,1.0
1883649,CAT_SUM,0.13716680859456598,0.45568088995538514,0.0001630872020769891,40,0.4,1.0,1.0
1905460,CAT_SUM,0.13703584945167183,0.4556808896171359,0.0001630872359990176,40,0.4,1.0,1.0
1927524,CAT_SUM,0.13691243124929936,0.45568088927456996,0.00016308727031443814,40,0.4,1.0,1.0
1949844,CAT_SUM,0.13679581393142287,0.4556808889276295,0.0001630873050240158,40,0.4,1.0,1.0
1972422,CAT_SUM,0.13668982141412084,0.4556808885762556,0.00016308734014481712,40,0.4,1.0,1.0
1995262,CAT_SUM,0.1365945790637705,0.45568088822039565,0.0001630873756595902,40,0.4,1.0,1.0
2018366,CAT_SUM,0.13651127792305948,0.4556808878599722,0.00016308741160242084,40,0.4,1.0,1.0
2041737,CAT_SUM,0.13644168951715102,0.455680887494965,0.00016308744794089753,40,0.4,1.0,1.0
2065380,CAT_SUM,0.1363853600619892,0.45568088712523114,0.00016308748472053936,40,0.4,1.0,1.0
2089296,CAT_SUM,0.13634357808285233,0.45568088675079893,0.0001630875218962824,40,0.4,1.0,1.0
2113489,CAT_SUM,0.13631614663779337,0.4556808863715219,0.0001630875595368675,40,0.4,1.0,1.0
2137962,CAT_SUM,0.13630427184206684,0.45568088598737644,0.00016308759760045032,40,0.4,1.0,1.0
2162718,CAT_SUM,0.13630563304079432,0.4556808855983068,0.00016308763609520078,40,0.4,1.0,1.0
2187761,CAT_SUM,0.1363218389534266,0.45568088520420147,0.00016308767505416043,40,0.4,1.0,1.0
2213094,CAT_SUM,0.13635052337534326,0.4556808848050366,0.00016308771443641069,40,0.4,1.0,1.0
2238721,CAT_SUM,0.136392276630038,0.4556808844006797,0.00016308775429836608,40,0.4,1.0,1.0
2264644,CAT_SUM,0.13644379563721348,0.45568088399113194,0.0001630877946101247,40,0.4,1.0,1.0
2290867,CAT_SUM,0.13650390689597494,0.4556808835762906,0.00016308783538288574,40,0.4,1.0,1.0
2317394,CAT_SUM,0.13657189744938186,0.4556808831560401,0.00016308787665037932,40,0.4,1.0,1.0
2344228,CAT_SUM,0.13664499051624934,0.455680882730361,0.00016308791838076203,40,0.4,1.0,1.0
2371373,CAT_SUM,0.13672111490460387,0.45568088229915593,0.00016308796059237018,40,0.4,1.0,1.0
2398832,CAT_SUM,0.13679775069640154,0.455680881862344,0.00016308800329789186,40,0.4,1.0,1.0
2426610,CAT_SUM,0.136872886638565,0.45568088141983126,0.00016308804650124186,40,0.4,1.0,1.0
2454708,CAT_SUM,0.13694453296713197,0.45568088097160364,0.0001630880901834636,40,0.4,1.0,1.0
2483133,CAT_SUM,0.1370094402792966,0.455680880517476,0.00016308813439744606,40,0.4,1.0,1.0
2511886,CAT_SUM,0.13706707896480677,0.455680880057436,0.00016308817912411255,40,0.4,1.0,1.0
2540972,CAT_SUM,0.13711438184192215,0.455680879591409,0.00016308822434800142,40,0.4,1.0,1.0
2570395,CAT_SUM,0.13715117092108126,0.4556808791192723,0.00016308827010431335,40,0.4,1.0,1.0
2600159,CAT_SUM,0.13717503661222666,0.4556808786409465,0.0001630883163885169,40,0.4,1.0,1.0
2630267,CAT_SUM,0.13718481811405336,0.4556808781563381,0.00016308836322047638,40,0.4,1.0,1.0
2660725,CAT_SUM,0.1371807586357251,0.4556808776653652,0.00016308841058475763,40,0.4,1.0,1.0
2691534,CAT_SUM,0.13716253519318058,0.4556808771679875,0.00016308845847856645,40,0.4,1.0,1.0
2722701,CAT_SUM,0.1371310949789661,0.4556808766640038,0.00016308850695562205,40,0.4,1.0,1.0
2754228,CAT_SUM,0.13708670284916924,0.4556808761534157,0.00016308855597986922,40,0.4,1.0,1.0
2786121,CAT_SUM,0.1370302376012962,0.4556808756360787,0.0001630886055706297,40,0.4,1.0,1.0
2818382,CAT_SUM,0.13696434580404673,0.4556808751119167,0.00016308865574091934,40,0.4,1.0,1.0
2851018,CAT_SUM,0.13689066521246443,0.4556808745807996,0.00016308870649510976,40,0.4,1.0,1.0
2884031,CAT_SUM,0.1368111077467875,0.45568087404266977,0.0001630887578312118,40,0.4,1.0,1.0
2917427,CAT_SUM,0.13672882948477852,0.45568087349739034,0.0001630888097675823,40,0.4,1.0,1.0
2951209,CAT_SUM,0.1366468406502615,0.455680872944908,0.00016308886228164898,40,0.4,1.0,1.0
2985382,CAT_SUM,0.1365674161349599,0.4556808723850486,0.0001630889154327131,40,0.4,1.0,1.0
3019951,CAT_SUM,0.1364933129057109,0.45568087181775424,0.00016308896918010852,40,0.4,1.0,1.0
3054921,CAT_SUM,0.1364270656602826,0.455680871242905,0.00016308902354790071,40,0.4,1.0,1.0
3090295,CAT_SUM,0.13637133258448003,0.4556808706603638,0.00016308907856433797,40,0.4,1.0,1.0
3126079,CAT_SUM,0.13632757055318578,0.45568087007007047,0.00016308913419658816,40,0.4,1.0,1.0
3162277,CAT_SUM,0.13629726144983703,0.4556808694718759,0.00016308919048153015,40,0.4,1.0,1.0
3198895,CAT_SUM,0.13628101000880732,0.45568086886562664,0.00016308924743006908,40,0.4,1.0,1.0
3235936,CAT_SUM,0.1362792016058403,0.4556808682513053,0.0001630893050143998,40,0.4,1.0,1.0
3273406,CAT_SUM,0.13629219900803116,0.45568086762872956,0.00016308936326566784,40,0.4,1.0,1.0
3311311,CAT_SUM,0.13631699121523852,0.4556808669977183,0.00016308942222017925,40,0.4,1.0,1.0
3349654,CAT_SUM,0.13635356718404187,0.4556808663582189,0.00016308948185736921,40,0.4,1.0,1.0
3388441,CAT_SUM,0.13639814847695586,0.455680865710165,0.00016308954214642318,40,0.4,1.0,1.0
3427677,CAT_SUM,0.1364495943345717,0.45568086505338545,0.00016308960311916393,40,0.4,1.0,1.0
3467368,CAT_SUM,0.1365036782165646,0.45568086438757105,0.00016308966487869891,40,0.4,1.0,1.0
3507518,CAT_SUM,0.13655781266703346,0.4556808637128655,0.00016308972728970965,40,0.4,1.0,1.0
3548133,CAT_SUM,0.13660762569772716,0.455680863029015,0.00016308979041882712,40,0.4,1.0,1.0
3589219,CAT_SUM,0.13665132333960678,0.45568086233582755,0.00016308985429959317,40,0.4,1.0,1.0
3630780,CAT_SUM,0.13668465205135766,0.45568086163320504,0.00016308991893748925,40,0.4,1.0,1.0
3672823,CAT_SUM,0.13670670665862375,0.45568086092105364,0.00016308998429136052,40,0.4,1.0,1.0
3715352,CAT_SUM,0.136714798315235,0.4556808601991487,0.0001630900504333564,40,0.4,1.0,1.0
3758374,CAT_SUM,0.13670956473049842,0.4556808594673992,0.00016309011732800748,40,0.4,1.0,1.0
3801893,CAT_SUM,0.1366897233739167,0.4556808587256995,0.00016309018497612932,40,0.4,1.0,1.0
3845917,CAT_SUM,0.13665733293896043,0.4556808579738201,0.00016309025341216255,40,0.4,1.0,1.0
3890451,CAT_SUM,0.13661342182326175,0.45568085721156326,0.00016309032266704563,40,0.4,1.0,1.0
3935500,CAT_SUM,0.13656114058917945,0.45568085643887873,0.00016309039271076854,40,0.4,1.0,1.0
3981071,CAT_SUM,0.13650296365218959,0.4556808556555333,0.0001630904635774279,40,0.4,1.0,1.0
4027170,CAT_SUM,0.13644483040008065,0.45568085486153687,0.0001630905351933526,40,0.4,1.0,1.0
4073802,CAT_SUM,0.13638696110224252,0.45568085405646724,0.00016309060770107125,40,0.4,1.0,1.0
4120975,CAT_SUM,0.13633572068053434,0.45568085324029156,0.0001630906810292737,40,0.4,1.0,1.0
4168693,CAT_SUM,0.1362939204822257,0.45568085241282874,0.00016309075521368788,40,0.4,1.0,1.0
4216965,CAT_SUM,0.1362634829520285,0.4556808515738102,0.0001630908302906856,40,0.4,1.0,1.0
4265795,CAT_SUM,0.1362471708456765,0.45568085072325737,0.0001630909061848052,40,0.4,1.0,1.0
4315190,CAT_SUM,0.1362453551811038,0.45568084986078894,0.0001630909830046732,40,0.4,1.0,1.0
4365158,CAT_SUM,0.1362560872292151,0.45568084898644745,0.0001630910606454969,40,0.4,1.0,1.0
4415704,CAT_SUM,0.136280522318866,0.45568084809986453,0.0001630911392098172,40,0.4,1.0,1.0
4466835,CAT_SUM,0.13631359001357782,0.45568084720086527,0.00016309121870028838,40,0.4,1.0,1.0
4518559,CAT_SUM,0.13635346215981908,0.4556808462892696,0.00016309129911374308,40,0.4,1.0,1.0
4570881,CAT_SUM,0.13639435542525577,0.45568084536493014,0.00016309138044858003,40,0.4,1.0,1.0
4623810,CAT_SUM,0.1364331050418072,0.4556808444275623,0.00016309146274215148,40,0.4,1.0,1.0
4677351,CAT_SUM,0.1364653455164825,0.4556808434770966,0.00016309154596190408,40,0.4,1.0,1.0
4731512,CAT_SUM,0.1364871732034764,0.45568084251318136,0.00016309163017084842,40,0.4,1.0,1.0
4786300,CAT_SUM,0.13649650078402262,0.4556808415357995,0.00016309171530543183,40,0.4,1.0,1.0
4841723,CAT_SUM,0.13649187566376642,0.45568084054449864,0.00016309180146783646,40,0.4,1.0,1.0
4897788,CAT_SUM,0.13647303553107326,0.45568083953927435,0.00016309188858495554,40,0.4,1.0,1.0
4954501,CAT_SUM,0.1364421732151781,0.45568083851968355,0.00016309197676716013,40,0.4,1.0,1.0
5011872,CAT_SUM,0.136401088414914,0.4556808374856792,0.00016309206593551339,40,0.4,1.0,1.0
5069907,CAT_SUM,0.13635522758132598,0.4556808364368984,0.0001630921561679932,40,0.4,1.0,1.0
5128613,CAT_SUM,0.13630817506319762,0.4556808353732447,0.000163092247427837,40,0.4,1.0,1.0
5188000,CAT_SUM,0.13626569861010523,0.45568083429448175,0.0001630923397103131,40,0.4,1.0,1.0
5248074,CAT_SUM,0.13623098664747457,0.4556808332002408,0.0001630924330892791,40,0.4,1.0,1.0
5308844,CAT_SUM,0.13620916233693048,0.45568083209038857,0.00016309252752912673,40,0.4,1.0,1.0
5370317,CAT_SUM,0.1361997523057856,0.4556808309646273,0.00016309262306488936,40,0.4,1.0,1.0
5432503,CAT_SUM,0.1362051299431198,0.45568082982261693,0.0001630927197272587,40,0.4,1.0,1.0
5495408,CAT_SUM,0.13622357312020844,0.45568082866416554,0.00016309281751782299,40,0.4,1.0,1.0
5559042,CAT_SUM,0.13625030443740274,0.45568082748911676,0.00016309291640398128,40,0.4,1.0,1.0
5623413,CAT_SUM,0.13628203691370913,0.455680826297045,0.00016309301645590983,40,0.4,1.0,1.0
5688529,CAT_SUM,0.13631402565516257,0.45568082508783103,0.00016309311763227293,40,0.4,1.0,1.0
5754399,CAT_SUM,0.1363390792009715,0.4556808238610218,0.00016309322000812587,40,0.4,1.0,1.0
5821032,CAT_SUM,0.13635475768423067,0.4556808226163713,0.0001630933235781243,40,0.4,1.0,1.0
5888436,CAT_SUM,0.13635690401635406,0.45568082135363763,0.0001630934283469776,40,0.4,1.0,1.0
5956621,CAT_SUM,0.13634511614847789,0.45568082007266036,0.00016309353427921557,40,0.4,1.0,1.0
6025595,CAT_SUM,0.13632021022271604,0.45568081877288025,0.00016309364147405747,40,0.4,1.0,1.0
6095368,CAT_SUM,0.13628546971071795,0.4556808174540306,0.00016309374993773857,40,0.4,1.0,1.0
6165950,CAT_SUM,0.1362454871506492,0.4556808161159278,0.00016309385963093198,40,0.4,1.0,1.0
6237348,CAT_SUM,0.1362069003900169,0.4556808147583441,0.00016309397055550844,40,0.4,1.0,1.0
6309573,CAT_SUM,0.13617474133540428,0.4556808133807575,0.00016309408278093463,40,0.4,1.0,1.0
6382634,CAT_SUM,0.13615326744359993,0.4556808119829049,0.00016309419630228527,40,0.4,1.0,1.0
6456542,CAT_SUM,0.13614585830462458,0.45568081056435705,0.00016309431115857988,40,0.4,1.0,1.0
6531305,CAT_SUM,0.13615256310469426,0.45568080912496417,0.00016309442731656296,40,0.4,1.0,1.0
6606934,CAT_SUM,0.13616942463090137,0.45568080766407426,0.00016309454487222486,40,0.4,1.0,1.0
6683439,CAT_SUM,0.13619396094919292,0.45568080618148593,0.00016309466379768253,40,0.4,1.0,1.0
6760829,CAT_SUM,0.13621962831136866,0.4556808046771653,0.00016309478402305733,40,0.4,1.0,1.0
6839116,CAT_SUM,0.13623883245806837,0.45568080315029214,0.00016309490568228307,40,0.4,1.0,1.0
6918309,CAT_SUM,0.13624794046474362,0.4556808016008006,0.00016309502871035845,40,0.4,1.0,1.0
6998419,CAT_SUM,0.1362428167701684,0.45568080002838307,0.0001630951531062297,40,0.4,1.0,1.0
7079457,CAT_SUM,0.13622418509986906,0.4556807984319442,0.00016309527907429553,40,0.4,1.0,1.0
7161434,CAT_SUM,0.1361945971970127,0.45568079681190155,0.00016309540640757357,40,0.4,1.0,1.0
7244359,CAT_SUM,0.13615894597521605,0.455680795167424,0.00016309553524515645,40,0.4,1.0,1.0
7328245,CAT_SUM,0.13612449340905733,0.4556807934981467,0.00016309566558964095,40,0.4,1.0,1.0
7413102,CAT_SUM,0.13609802184127281,0.455680791803467,0.00016309579750460878,40,0.4,1.0,1.0
7498942,CAT_SUM,0.13608356113180803,0.4556807900835319,0.0001630959308552421,40,0.4,1.0,1.0
7585775,CAT_SUM,0.1360829530061191,0.4556807883377377,0.00016309606570902164,40,0.4,1.0,1.0
7673614,CAT_SUM,0.1360949443055274,0.45568078656516126,0.00016309620220420414,40,0.4,1.0,1.0
7762471,CAT_SUM,0.13611434753846863,0.4556807847659446,0.00016309634020323372,40,0.4,1.0,1.0
7852356,CAT_SUM,0.13613357362448983,0.4556807829389138,0.00016309647991023178,40,0.4,1.0,1.0
7943282,CAT_SUM,0.13614517219984718,0.45568078108448395,0.00016309662112102413,40,0.4,1.0,1.0
8035261,CAT_SUM,0.13614585475055543,0.4556807792016965,0.00016309676397325835,40,0.4,1.0,1.0
8128305,CAT_SUM,0.13613281284691334,0.45568077728986234,0.00016309690853271442,40,0.4,1.0,1.0
8222426,CAT_SUM,0.13610561300364335,0.45568077534886237,0.00016309705473120523,40,0.4,1.0,1.0
8317637,CAT_SUM,0.1360740170672461,0.4556807733779566,0.00016309720264092857,40,0.4,1.0,1.0
8413951,CAT_SUM,0.13604225148617902,0.455680771376722,0.00016309735225862043,40,0.4,1.0,1.0
8511380,CAT_SUM,0.13601827168738953,0.4556807693447295,0.000163097503580778,40,0.4,1.0,1.0
8609937,CAT_SUM,0.13600811434697707,0.4556807672812143,0.0001630976566804193,40,0.4,1.0,1.0
8709635,CAT_SUM,0.13601138839320376,0.4556807651857363,0.0001630978115616015,40,0.4,1.0,1.0
8810488,CAT_SUM,0.1360241282925249,0.45568076305813243,0.00016309796814500954,40,0.4,1.0,1.0
8912509,CAT_SUM,0.13603886825576897,0.45568076089697784,0.0001630981266459013,40,0.4,1.0,1.0
9015711,CAT_SUM,0.1360481732757927,0.4556807587021202,0.00016309828698673746,40,0.4,1.0,1.0
9120108,CAT_SUM,0.13604519679434843,0.4556807564733936,0.00016309844910697148,40,0.4,1.0,1.0
9225714,CAT_SUM,0.13602831542919525,0.45568075420963694,0.00016309861313939535,40,0.4,1.0,1.0
9332543,CAT_SUM,0.13600075180193122,0.4556807519106688,0.0001630987790158845,40,0.4,1.0,1.0
9440608,CAT_SUM,0.1359692164232818,0.45568074957568144,0.00016309894680479475,40,0.4,1.0,1.0
9549925,CAT_SUM,0.13594201485132656,0.45568074720375523,0.00016309911657498636,40,0.4,1.0,1.0
9660508,CAT_SUM,0.13592660929160072,0.4556807447943759,0.00016309928832541204,40,0.4,1.0,1.0
9772372,CAT_SUM,0.13592489315047548,0.4556807423469734,0.00016309946205659426,40,0.4,1.0,1.0
9885530,CAT_SUM,0.13593308248182337,0.4556807398610232,0.00016309963776805838,40,0.4,1.0,1.0
10000000,CAT_SUM,0.13594319834052948,0.4556807373355605,0.0001630998155284405,40,0.4,1.0,1.0
10115794,CAT_SUM,0.13594690160989678,0.4556807347700486,0.00016309999533736433,40,0.4,1.0,1.0
10232929,CAT_SUM,0.1359375598258391,0.45568073216350113,0.0001631001772630269,40,0.4,1.0,1.0
10351421,CAT_SUM,0.1359152749041262,0.4556807295156912,0.00016310036123728805,40,0.4,1.0,1.0
10471285,CAT_SUM,0.1358847269366021,0.4556807268256441,0.00016310054733076617,40,0.4,1.0,1.0
10592537,CAT_SUM,0.13585459938169947,0.45568072409197136,0.00016310073567255,40,0.4,1.0,1.0
10715193,CAT_SUM,0.13583518330825886,0.4556807213151794,0.00016310092606686144,40,0.4,1.0,1.0
